library,Keyword,ML_Category,Link
ampligraph,.predict_step(,Consumer,https://docs.ampligraph.org/en/latest/generated/ampligraph.latent_features.ScoringBasedEmbeddingModel.html#ampligraph.latent_features.ScoringBasedEmbeddingModel.predict_proba
ampligraph,.predict_step_partitioning(,Consumer,https://docs.ampligraph.org/en/latest/generated/ampligraph.latent_features.ScoringBasedEmbeddingModel.html#ampligraph.latent_features.ScoringBasedEmbeddingModel.predict_proba
autogluon,.predict_proba(,Consumer,https://auto.gluon.ai/stable/tutorials/tabular/tabular-essentials.html
autogluon,.predict(,Consumer,https://auto.gluon.ai/stable/tutorials/tabular/tabular-essentials.html
autosklearn,.predict(,Consumer,https://automl.github.io/auto-sklearn/master/
autosklearn,.predict_proba(,Consumer,https://automl.github.io/auto-sklearn/master/api.html#classification
catboost,.predict(,Consumer,https://catboost.ai/en/docs/features/prediction
catboost,.predict_proba(,Consumer,https://catboost.ai/en/docs/concepts/python-reference_catboostclassifier_predict_proba
chatterbot,.get_response(,Consumer,https://chatterbot.readthedocs.io/en/stable/examples.html
chefboost,.predict(,Consumer,https://pypi.org/project/chefboost/
cogdl,.predict(,Consumer,https://docs.cogdl.ai/en/latest/api/models.html
cogdl,.forward(,Consumer,https://docs.cogdl.ai/en/latest/api/models.html
cuml,.predict(,Consumer,https://docs.rapids.ai/api/cuml/stable/api/#cuml.LogisticRegression.predict
cuml,.predict_log_proba(,Consumer,https://docs.rapids.ai/api/cuml/stable/api/#cuml.LogisticRegression.predict_log_proba
cuml,.predict_proba(,Consumer,https://docs.rapids.ai/api/cuml/stable/api/#cuml.LogisticRegression.predict_proba
cuml,.predict_model_on_cpu,Consumer,https://docs.rapids.ai/api/cuml/stable/api/#cuml.dask.ensemble.RandomForestClassifier.predict_model_on_cpu
cuml,.predictClass(,Consumer,https://docs.rapids.ai/api/cuml/stable/api/#cuml.SGD.predictClass
deeppavlov,.interact_model(,Consumer,https://docs.deeppavlov.ai/en/master/intro/configuration.html#inference
deepspeed,.forward(,Consumer,https://deepspeed.readthedocs.io/en/latest/pipeline.html
deepspeed,.init_inference(,Consumer,https://deepspeed.readthedocs.io/en/latest/inference-init.html
fastNLP,.predict(,Consumer,https://zyfeng-fastnlp.readthedocs.io/en/latest/_modules/fastNLP/models/biaffine_parser.html#BiaffineParser.predict
flambe,_compute_batch(,Consumer,https://flambe.ai/en/latest/_modules/flambe/learn/train.html?highlight=_compute_batch(#
gunpowder,.Predict(,Consumer,https://funkelab.github.io/gunpowder/api.html#torch-train
hmmlearn,predict(,Consumer,https://hmmlearn.readthedocs.io/en/latest/api.html#hmmlearn.base._AbstractHMM.predict
hmmlearn,predict_proba(,Consumer,https://hmmlearn.readthedocs.io/en/latest/api.html#hmmlearn.base._AbstractHMM.predict_proba
hyperpose,.get_eval(,Consumer,https://hyperpose.readthedocs.io/en/latest/markdown/quick_start/training.html
libsvm,svm_predict(,Consumer,https://github.com/cjlin1/libsvm/tree/master/python
nnabla,.forward(,Consumer,https://nnabla.readthedocs.io/en/latest/python/tutorial/by_examples.html#show-prediction
nussl,.evaluation.,Consumer,https://nussl.github.io/docs/tutorials/training.html#Using-and-evaluating-a-trained-model
openrec,.serve(,Consumer,https://openrec.readthedocs.io/en/latest/recommenders/openrec.legacy.recommenders.recommender.html
parl,.predict(,Consumer,https://parl.readthedocs.io/en/latest/_modules/parl/core/paddle/agent.html#Agent.predict
prophet,.predict(,Consumer,https://facebook.github.io/prophet/docs/quick_start.html
pykeen,predict_target(,Consumer,https://pykeen.readthedocs.io/en/stable/reference/predict.html
pykeen,.predict(,Consumer,https://pykeen.readthedocs.io/en/stable/reference/predict.html
pykeen,.predict_triples(,Consumer,https://pykeen.readthedocs.io/en/stable/reference/predict.html#predict-triples-df
pykeen,predict_all(,Consumer,https://pykeen.readthedocs.io/en/stable/reference/predict.html
recbole,.evaluate(,Consumer,https://recbole.io/docs/developer_guide/customize_trainers.html
river,.predict_one(,Consumer,https://riverml.xyz/latest/api/compose/learn-during-predict/
rl_agents,.predict(,Consumer,https://rl-agents.readthedocs.io/en/latest/modules.html
rlpyt,.evaluate_agent(,Consumer,https://rlpyt.readthedocs.io/en/latest/pages/runner.html
rlzoo,mode='test',Consumer,https://rlzoo.readthedocs.io/en/latest/guide/api.html
sagemaker,.predict(,Consumer,https://sagemaker.readthedocs.io/en/stable/overview.html#train-a-model-with-the-sagemaker-python-sdk
scvi,.predict(,Consumer,https://docs.scvi-tools.org/en/stable/tutorials/notebooks/scrna/cellassign_tutorial.html#predict-and-plot-assigned-cell-types
sktime,.predict(,Consumer,https://www.sktime.net/en/stable/api_reference/auto_generated/sktime.classification.sklearn.RotationForest.html#sktime.classification.sklearn.RotationForest.fit
sktime,.predict_proba(,Consumer,https://www.sktime.net/en/stable/api_reference/auto_generated/sktime.classification.sklearn.RotationForest.html#sktime.classification.sklearn.RotationForest.fit
snorkel,.predict(,Consumer,https://snorkel.readthedocs.io/en/v0.9.7/packages/_autosummary/labeling/snorkel.labeling.model.baselines.MajorityLabelVoter.html?highlight=predict#snorkel.labeling.model.baselines.MajorityLabelVoter.predict
snorkel,.predit_proba(,Consumer,https://snorkel.readthedocs.io/en/v0.9.7/packages/_autosummary/labeling/snorkel.labeling.model.baselines.MajorityLabelVoter.html?highlight=predict#snorkel.labeling.model.baselines.MajorityLabelVoter.predict
stable_baselines,.predict(,Consumer,https://stable-baselines.readthedocs.io/en/master/modules/base.html#stable_baselines.common.base_class.BaseRLModel.predict
tensorflow,.predict(,Consumer,https://www.tensorflow.org/tutorials/estimator/premade
tensorforce,.act(,Consumer,https://tensorforce.readthedocs.io/en/latest/agents/agent.html
tensorpack,.get_predictor(,Consumer,https://tensorpack.readthedocs.io/en/latest/modules/train.html#tensorpack.train.TowerTrainer.get_predictor
tensorpack,PredictConfig(,Consumer,https://tensorpack.readthedocs.io/en/latest/modules/predict.html
tensorpack,.get_predictors(,Consumer,https://tensorpack.readthedocs.io/en/latest/modules/predict.html
tf_agents,.run(,Consumer,https://www.tensorflow.org/agents/tutorials/7_SAC_minitaur_tutorial
tflearn,.predict(,Consumer,http://tflearn.org/getting_started/#training-evaluating-predicting
tianshou,.collect(,Consumer,https://tianshou.org/en/stable/02_notebooks/L7_Experiment.html
tpot,.predict(,Consumer,http://epistasislab.github.io/tpot/api/
tpot,.predict_proba(,Consumer,http://epistasislab.github.io/tpot/api/
transformers,.predict(,Consumer,https://huggingface.co/transformers/v3.0.2/main_classes/trainer.html#transformers.Trainer.predict
xgboost_ray,.predict(,Consumer,https://github.com/ray-project/xgboost_ray
ztlearn,.predict(,Consumer,https://zeta-learn.com/source/ztlearn.dl.models.html?highlight=train#module-ztlearn.dl.models.trainer
chainer,.Evaluator(,Consumer,https://docs.chainer.org/en/stable/reference/generated/chainer.training.extensions.Evaluator.html#chainer.training.extensions.Evaluator
chainer,.make_extension(,Consumer,https://docs.chainer.org/en/stable/reference/training.html#trainer
fastai,.get_preds(,Consumer,https://docs.fast.ai/learner.html
fastai,.plot_top_losses(,Consumer,https://docs.fast.ai/interpret.html
fastai,.predict(,Consumer,https://docs.fast.ai/learner.html
fastai,.validate(,Consumer,https://docs.fast.ai/learner.html
h2o,.get_model(,Consumer,https://docs.h2o.ai/h2o/latest-stable/h2o-py/docs/h2o.html
h2o,.predict_leaf_node_assignment(,Consumer,https://docs.h2o.ai/h2o/latest-stable/h2o-docs/performance-and-prediction.html#in-memory-prediction
h2o,.predict(,Consumer,https://docs.h2o.ai/h2o/latest-stable/h2o-docs/performance-and-prediction.html#in-memory-prediction
keras,.predict_on_batch,Consumer,https://keras.io/api/models/model_training_apis/
keras,.predict(,Consumer,https://keras.io/api/models/model_training_apis/
keras,.test_on_batch,Consumer,https://keras.io/api/models/model_training_apis/
tensorflow,.predict_on_batch,Consumer,https://keras.io/api/models/model_training_apis/
tensorflow,.predict(,Consumer,https://keras.io/api/models/model_training_apis/
tensorflow,.test_on_batch,Consumer,https://keras.io/api/models/model_training_apis/
lightgbm,.predict(,Consumer,https://lightgbm.readthedocs.io/en/latest/Python-Intro.html
lightgbm,predict(,Consumer,https://lightgbm.readthedocs.io/en/latest/R/reference/predict.lgb.Booster.html?highlight=predict
mxnet,.predict_mode(,Consumer,https://mxnet.apache.org/versions/1.7/api/python/docs/api/autograd/index.html
mxnet,pretrained=True,Consumer,https://mxnet.apache.org/versions/1.7/api/python/docs/tutorials/getting-started/crash-course/5-predict.html
torch,.no_grad(,Consumer,https://pytorch.org/docs/stable/generated/torch.no_grad.html#torch.no_grad
torch,.forward(,Consumer,https://pytorch.org/tutorials/beginner/basics/autogradqs_tutorial.html#
sklearn,.predict_proba(,Consumer,https://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV.predict_proba
sklearn,.predict(,Consumer,https://scikit-learn.org/stable/modules/linear_model.html
sklearn,.set_predict_request(,Consumer,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.StackingRegressor.html#sklearn.ensemble.StackingRegressor.set_fit_request
sklearn,predict_proba(,Consumer,https://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html#sklearn.calibration.CalibratedClassifierCV.predict_proba
xgboost,.inplace_predict(,Consumer,https://xgboost.readthedocs.io/en/stable/prediction.html
xgboost,.predict_proba(,Consumer,https://xgboost.readthedocs.io/en/stable/prediction.html
xgboost,.predict(,Consumer,https://xgboost.readthedocs.io/en/stable/prediction.html
tensorflow,.predict_on_batch,Consumer,https://keras.io/api/models/model_training_apis/
tensorflow,.predict(,Consumer,https://keras.io/api/models/model_training_apis/
tensorflow,.test_on_batch,Consumer,https://keras.io/api/models/model_training_apis/
